"eleicao","cargo","municipio","ibge_cod","tse_cod","turno","candidato","partido","votosnom","votosper","situacao"
1982,"VEREADOR","ITAJU","3522000","65412","1","VALDEMAR APARECIDO FODRA","PMDB",53,3.94,"ELEITO"
1982,"VEREADOR","ITAJU","3522000","65412","1","JACIRO BARBAN","PMDB",51,3.79,"ELEITO"
1982,"VEREADOR","ITAJU","3522000","65412","1","APARECIDO CREPALDI GASPAROTO","PMDB",50,3.72,"ELEITO"
1982,"VEREADOR","ITAJU","3522000","65412","1","DORLY BRAZ ARROTEIA","PMDB",48,3.57,"ELEITO"
1982,"VEREADOR","ITAJU","3522000","65412","1","MAGDA COLACHITTI MORETO","PDS",43,3.2,"ELEITO"
1982,"VEREADOR","ITAJU","3522000","65412","1","OSMAR DE SOUZA FREITAS","PDS",38,2.83,"ELEITO"
1982,"VEREADOR","ITAJU","3522000","65412","1","ABILIO DE VITO","PDS",37,2.75,"ELEITO"
1982,"VEREADOR","ITAJU","3522000","65412","1","MAURO OBRISTO","PDS",33,2.45,"ELEITO"
1982,"VEREADOR","ITANHAEM","3522109","65439","1","JAIME VIUDES CARRASCO","PMDB",995,6.31,"ELEITO"
1982,"VEREADOR","ITANHAEM","3522109","65439","1","ANTONIO CARLOS DE ALMEIDA","PDS",719,4.56,"ELEITO"
1982,"VEREADOR","ITANHAEM","3522109","65439","1","JOSE ALONSO BAPTISTA ANDRADE","PMDB",693,4.39,"ELEITO"
1982,"VEREADOR","ITANHAEM","3522109","65439","1","ERNESTO ZWARG JUNIOR","PMDB",468,2.97,"ELEITO"
1982,"VEREADOR","ITANHAEM","3522109","65439","1","CARLOS ALBERTO AVILA","PMDB",418,2.65,"ELEITO"
1982,"VEREADOR","ITANHAEM","3522109","65439","1","ANTONIO JUSTINO DE SOUZA","PMDB",408,2.59,"ELEITO"
1982,"VEREADOR","ITANHAEM","3522109","65439","1","PAULO BAPTISTA DE ANDRADE","PMDB",328,2.08,"ELEITO"
1982,"VEREADOR","ITANHAEM","3522109","65439","1","ALDERIGE FERREIRA DO NASCIMENTO","PMDB",320,2.03,"ELEITO"
1982,"VEREADOR","ITANHAEM","3522109","65439","1","BRAULIO MENEZES DOS SANTOS","PMDB",310,1.96,"ELEITO"
1982,"VEREADOR","ITANHAEM","3522109","65439","1","JOAO CARLOS FORSSELL NETO","PDS",289,1.83,"ELEITO"
1982,"VEREADOR","ITANHAEM","3522109","65439","1","WASHINGTON REBELLO DA SILVA","PMDB",285,1.81,"ELEITO"
1982,"VEREADOR","ITANHAEM","3522109","65439","1","OSVALDO MENALE","PDS",260,1.65,"ELEITO"
1982,"VEREADOR","ITANHAEM","3522109","65439","1","ARNALDO FERAZO","PDS",254,1.61,"ELEITO"
1982,"VEREADOR","ITAPECERICA DA SERRA","3522208","65455","1","ADONIRO PAULO VILLA REAL","PMDB",1040,4.27,"ELEITO"
1982,"VEREADOR","ITAPECERICA DA SERRA","3522208","65455","1","JOSE DE OLIVEIRA","PMDB",784,3.22,"ELEITO"
1982,"VEREADOR","ITAPECERICA DA SERRA","3522208","65455","1","ANTONIO CARLOS DA SILVA","PMDB",755,3.1,"ELEITO"
1982,"VEREADOR","ITAPECERICA DA SERRA","3522208","65455","1","SERGIO DOI","PDS",585,2.4,"ELEITO"
1982,"VEREADOR","ITAPECERICA DA SERRA","3522208","65455","1","JOSE CARLOS DA SILVA CRISPIM","PDS",540,2.22,"ELEITO"
1982,"VEREADOR","ITAPECERICA DA SERRA","3522208","65455","1","ANNA MARIA RAMPIM","PMDB",468,1.92,"ELEITO"
1982,"VEREADOR","ITAPECERICA DA SERRA","3522208","65455","1","ANDRE LUIZ PEREIRA","PMDB",467,1.92,"ELEITO"
1982,"VEREADOR","ITAPECERICA DA SERRA","3522208","65455","1","REINALDO JOSE DA LUZ","PMDB",462,1.9,"ELEITO"
1982,"VEREADOR","ITAPECERICA DA SERRA","3522208","65455","1","HELIO RUBENS GONCALVES FIGUEIREDO","PMDB",453,1.86,"ELEITO"
1982,"VEREADOR","ITAPECERICA DA SERRA","3522208","65455","1","PEDRO CORSINI","PDS",447,1.84,"ELEITO"
1982,"VEREADOR","ITAPECERICA DA SERRA","3522208","65455","1","ANTONIO ALVES FERREIRA JUNIOR","PMDB",446,1.83,"ELEITO"
1982,"VEREADOR","ITAPECERICA DA SERRA","3522208","65455","1","ANTONIO TROLESI ROSCHEL","PDS",440,1.81,"ELEITO"
1982,"VEREADOR","ITAPECERICA DA SERRA","3522208","65455","1","GILBERTO COSTA","PDS",432,1.78,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","JOSE MARIA BASTOS","PMDB",1332,3.88,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","MOACIR ANTONIO DE OLIVEIRA","PMDB",1109,3.23,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","JOSE THEODORO CLARO VIEIRA","PMDB",968,2.82,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","AMADEU RODRIGUES DA SILVA","PMDB",963,2.8,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","RENI MONTEIRO","PMDB",770,2.24,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","PAULO OZI","PDS",763,2.22,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","VALDIR DE ALMEIDA","PDS",714,2.08,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","CELSO THIBES PRADO","PMDB",711,2.07,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","JOSE RUBENS DE MELLO LEONEL","PMDB",609,1.77,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","ALBERTO CEZAR GUNTHER","PMDB",607,1.77,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","JOAO FRANCISCO DE PROENCA","PMDB",590,1.72,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","FRANCISCO ALVES VEI","PDS",500,1.45,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","ANTONIO CAMARGO FERREIRA","PDS",495,1.44,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","ALCEU TAMBELLI FERNANDES","PDS",471,1.37,"ELEITO"
1982,"VEREADOR","ITAPETININGA","3522307","65471","1","ANTONIO RUIVO FERNANDES","PDS",468,1.36,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","FRANCISCO JOSE DIAS MONTEIRO","PMDB",2301,9.01,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","JOSE LOPES FERNANDES NETO","PDS",980,3.84,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","JOAO BATISTA ALVES DE OLIVEIRA","PMDB",795,3.11,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","NILTON DEL RIO","PDS",760,2.98,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","WILMAR HAILTON DE MATTOS","PMDB",680,2.66,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","PAULO ROBERTO TARZA DOS SANTOS","PMDB",674,2.64,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","MARINA IZAURA SCHIMIDT SALDANHA","PMDB",652,2.55,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","JOSE LUIZ ALTILIO RACCAH","PDS",574,2.25,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","FRANCISCO ROSSI JUNIOR","PDS",571,2.24,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","ANTONIO LEUSE DE OLIVEIRA","PMDB",566,2.22,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","WALTER GEMIGNANI","PMDB",555,2.17,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","ROSA ANTONIO CHUERI","PDS",550,2.15,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","JOSE FRANCA LOPEZ","PMDB",529,2.07,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","JOAO VIEIRA DOS SANTOS","PDS",474,1.86,"ELEITO"
1982,"VEREADOR","ITAPEVA","3522406","65498","1","CARLOS CELESTINO DOS SANTOS","PDS",449,1.76,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","PEDRO JORGE MOREIRA NERY","PMDB",862,3.55,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","CID MANOEL DE OLIVEIRA","PMDB",618,2.55,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","JOAO SILVESTRE DO NASCIMENTO","PMDB",587,2.42,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","FIRMINO OSSAMU NISHIWAKI","PMDB",547,2.25,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","WANDERLEY BERNARDO LEITE","PMDB",542,2.23,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","OSVALDO MESSIAS","PMDB",528,2.17,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","JOAO MOURA RODRIGUES","PMDB",468,1.93,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","NORIVAL JOSE DRUZIAN","PMDB",444,1.83,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","FERNANDES DE ABREU","PMDB",433,1.78,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","ANTONIO CARLOS GALVAO","PMDB",428,1.76,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","PAULO IANACONI","PMDB",411,1.69,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","LAERTE CASAGRANDE","PDS",366,1.51,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","UBIRATAN JOSE CHALUPE","PDS",265,1.09,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","ARLINDO GARCIA PEREIRA FILHO","PDS",254,1.05,"ELEITO"
1982,"VEREADOR","ITAPEVI","3522505","65510","1","JOAO BATISTA GONCALVES","PDS",252,1.04,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","JOSE CASIMIRO RODRIGUES","PMDB",743,3.59,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","JOSE FRANCISCO MARTINS","PDS",579,2.8,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","ANTONIO ORCINI","PDS",544,2.63,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","DIONISIO CORADI FILHO","PDS",523,2.53,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","JACOMO MANDATTO","PDS",482,2.33,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","JOSE HORTENCIO FRANCISCHINI","PMDB",446,2.16,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","NELSON CAPORALLI","PDS",415,2.01,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","JOAO VIDOCO NIETTO","PDS",369,1.79,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","FIRMINO EUGENIO MARCHIORETTO","PMDB",366,1.77,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","NELSON GUIRALDELLI","PDS",349,1.69,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","NOE MASSARI","PMDB",349,1.69,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","JOSE MARIA ROSTIROLLA","PDS",341,1.65,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","PEDRO LOPES","PDS",334,1.62,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","LUIZ MARTINHO STRINGUETTI","PMDB",304,1.47,"ELEITO"
1982,"VEREADOR","ITAPIRA","3522604","65536","1","ANTONIO DE OLIVEIRA FRANCO NETO","PMDB",291,1.41,"ELEITO"
1982,"VEREADOR","ITAPOLIS","3522703","65552","1","UBALDO JOSE MASSARI JUNIOR","PMDB",1062,8.82,"ELEITO"
1982,"VEREADOR","ITAPOLIS","3522703","65552","1","VALDOMIRO BATISTA DA SILVEIRA","PMDB",667,5.54,"ELEITO"
1982,"VEREADOR","ITAPOLIS","3522703","65552","1","LEONISIO TRABUCO","PMDB",661,5.49,"ELEITO"
1982,"VEREADOR","ITAPOLIS","3522703","65552","1","MANOEL DOS SANTOS","PMDB",568,4.72,"ELEITO"
1982,"VEREADOR","ITAPOLIS","3522703","65552","1","CARLOS FONTES","PMDB",525,4.36,"ELEITO"
1982,"VEREADOR","ITAPOLIS","3522703","65552","1","PEDRO PAULO PINI","PMDB",471,3.91,"ELEITO"
1982,"VEREADOR","ITAPOLIS","3522703","65552","1","WLAMYR APARECIDO JUSTINO","PMDB",381,3.16,"ELEITO"
1982,"VEREADOR","ITAPOLIS","3522703","65552","1","OSWALDO MALAQUIAS","PDS",371,3.08,"ELEITO"
1982,"VEREADOR","ITAPOLIS","3522703","65552","1","DARCI JOSE TRAVENSOLO","PMDB",336,2.79,"ELEITO"
1982,"VEREADOR","ITAPOLIS","3522703","65552","1","LUIZ CARLOS MARTELLI","PMDB",319,2.65,"ELEITO"
1982,"VEREADOR","ITAPOLIS","3522703","65552","1","JOSE CARRASCHI","PDS",297,2.47,"ELEITO"
1982,"VEREADOR","ITAPOLIS","3522703","65552","1","BENTO COGO","PMDB",277,2.3,"ELEITO"
1982,"VEREADOR","ITAPOLIS","3522703","65552","1","ANTONIO JOSE COLETI","PDS",265,2.2,"ELEITO"
1982,"VEREADOR","ITAPORANGA","3522802","65579","1","LUIZ GONZAGA FERREIRA","PMDB",610,8.93,"ELEITO"
1982,"VEREADOR","ITAPORANGA","3522802","65579","1","GERALDO BARBOSA","PMDB",511,7.48,"ELEITO"
1982,"VEREADOR","ITAPORANGA","3522802","65579","1","JOSE DIVINO REZENDE","PDS",452,6.62,"ELEITO"
1982,"VEREADOR","ITAPORANGA","3522802","65579","1","LEDISLEI VALCAZARA CHUERI","PDS",404,5.92,"ELEITO"
1982,"VEREADOR","ITAPORANGA","3522802","65579","1","JOAO FERMINO DE SOUZA","PMDB",367,5.37,"ELEITO"
1982,"VEREADOR","ITAPORANGA","3522802","65579","1","JAIME PINTO FERREIRA","PDS",365,5.35,"ELEITO"
1982,"VEREADOR","ITAPORANGA","3522802","65579","1","ARNOLDO KRUBNIKI","PDS",357,5.23,"ELEITO"
1982,"VEREADOR","ITAPORANGA","3522802","65579","1","AGOSTINHO LARA DOS SANTOS","PMDB",335,4.91,"ELEITO"
1982,"VEREADOR","ITAPORANGA","3522802","65579","1","JOAO BATISTA ABDALLAH DA SILVA","PMDB",314,4.6,"ELEITO"
1982,"VEREADOR","ITAPORANGA","3522802","65579","1","ACTAVIO MARTINS","PMDB",296,4.34,"ELEITO"
1982,"VEREADOR","ITAPORANGA","3522802","65579","1","MANOEL DE AZEVEDO","PDS",262,3.84,"ELEITO"
1982,"VEREADOR","ITAPUI","3522901","65595","1","ABIB AZAR","PDS",173,5.98,"ELEITO"
1982,"VEREADOR","ITAPUI","3522901","65595","1","ADEMAR FERREIRA DE SOUZA","PTB",170,5.87,"ELEITO"
1982,"VEREADOR","ITAPUI","3522901","65595","1","ALVARO FERREIRA DE SOUZA","PDS",102,3.52,"ELEITO"
1982,"VEREADOR","ITAPUI","3522901","65595","1","SEBASTIAO ANTONIO AREAS","PDS",94,3.25,"ELEITO"
1982,"VEREADOR","ITAPUI","3522901","65595","1","HORACIO SGAVIOLLI JUNIOR","PDS",90,3.11,"ELEITO"
1982,"VEREADOR","ITAPUI","3522901","65595","1","CLOVIS TOMAZELA","PDS",86,2.97,"ELEITO"
1982,"VEREADOR","ITAPUI","3522901","65595","1","CLAUDINEZ DE MARCHI","PDS",85,2.94,"ELEITO"
1982,"VEREADOR","ITAPUI","3522901","65595","1","JOSE BENEDITO DE FREITAS","PTB",76,2.63,"ELEITO"
1982,"VEREADOR","ITAPUI","3522901","65595","1","FREDERICO ANTONIO RIZZO","PTB",73,2.52,"ELEITO"
1982,"VEREADOR","ITAPURA","3523008","65617","1","CICERO RODRIGUES DE SOUZA FILHO","PDS",176,10.45,"ELEITO"
1982,"VEREADOR","ITAPURA","3523008","65617","1","NILSON FRANCISCO DA CRUZ","PDS",135,8.02,"ELEITO"
1982,"VEREADOR","ITAPURA","3523008","65617","1","JACINTO DOURADO","PDS",96,5.7,"ELEITO"
1982,"VEREADOR","ITAPURA","3523008","65617","1","GENIVAL ALVES DOS REIS","PDS",94,5.58,"ELEITO"
1982,"VEREADOR","ITAPURA","3523008","65617","1","JOSE JOAQUIM DE SOUZA","PDS",91,5.4,"ELEITO"
1982,"VEREADOR","ITAPURA","3523008","65617","1","PEDRO VICENTE TAVARES","PDS",89,5.29,"ELEITO"
1982,"VEREADOR","ITAPURA","3523008","65617","1","JOSE MACHADO DE ARARIPE","PDS",83,4.93,"ELEITO"
1982,"VEREADOR","ITAPURA","3523008","65617","1","JOSE RAIMUNDO TEIXEIRA","PDS",77,4.57,"ELEITO"
1982,"VEREADOR","ITAPURA","3523008","65617","1","ANTONIO BEZERRA TORRES","PMDB",45,2.67,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","ARISTIDES DANTAS DE SANTANA","PMDB",843,3.44,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","VALDEMAR SILVEIRA NUNES","PMDB",771,3.14,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","AFFONSO DE ROGATIS","PMDB",613,2.5,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","ROBERTO SIDNEY NAZARETH FERREIRA","PMDB",545,2.22,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","MAURICIO ALVES BRAZ","PMDB",533,2.17,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","JOAO FERNANDES DA SILVA","PMDB",526,2.14,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","JOAQUIM HONERIO BERHING","PMDB",518,2.11,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","JOSE FAUSTINO","PMDB",508,2.07,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","ANTONIO SALVADOR CHAPINA","PMDB",484,1.97,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","JAIR GARCIA","PDS",473,1.93,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","EDGARD ROMANO GARCIA RUIZ","PMDB",445,1.81,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","BENEDITO GONCALVES DA SILVA","PMDB",420,1.71,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","DECIO DE ALMEIDA DINIZ","PDS",381,1.55,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","ANTONIO DA SILVA COSTA NETO","PDS",309,1.26,"ELEITO"
1982,"VEREADOR","ITAQUAQUECETUBA","3523107","65633","1","JOSE LOPES DOS SANTOS","PDS",226,0.92,"ELEITO"
1982,"VEREADOR","ITARARE","3523206","65650","1","EURICO PAULO LOPES","PMDB",1257,8.51,"ELEITO"
1982,"VEREADOR","ITARARE","3523206","65650","1","JOSE CARLOS MENDONCA MARTINS","PMDB",1132,7.67,"ELEITO"
1982,"VEREADOR","ITARARE","3523206","65650","1","NAGER GUSMAO","PMDB",751,5.09,"ELEITO"
1982,"VEREADOR","ITARARE","3523206","65650","1","JOSE DE SOUZA AMARAL","PMDB",571,3.87,"ELEITO"
1982,"VEREADOR","ITARARE","3523206","65650","1","DONATO CARLOS MAGNO NETO","PMDB",567,3.84,"ELEITO"
1982,"VEREADOR","ITARARE","3523206","65650","1","JOSE CARLOS FADEL","PMDB",485,3.28,"ELEITO"
1982,"VEREADOR","ITARARE","3523206","65650","1","SEBASTIAO DE ALMEIDA","PMDB",476,3.22,"ELEITO"
1982,"VEREADOR","ITARARE","3523206","65650","1","MILTON HENRIQUE DOS SANTOS","PMDB",473,3.2,"ELEITO"
1982,"VEREADOR","ITARARE","3523206","65650","1","OSVALDO BUSNELO","PMDB",457,3.1,"ELEITO"
1982,"VEREADOR","ITARARE","3523206","65650","1","SEBASTIAO PERUCIO NETO","PMDB",414,2.8,"ELEITO"
1982,"VEREADOR","ITARARE","3523206","65650","1","DOUGLAS JOSE TOMAZ","PDS",338,2.29,"ELEITO"
1982,"VEREADOR","ITARARE","3523206","65650","1","JOAO GALVAO PINHEIRO","PDS",168,1.14,"ELEITO"
1982,"VEREADOR","ITARARE","3523206","65650","1","AGENOR MOREIRA DE SOUZA","PDS",167,1.13,"ELEITO"
1982,"VEREADOR","ITARIRI","3523305","65676","1","JESUITAS SILVA","PDS",325,8.41,"ELEITO"
1982,"VEREADOR","ITARIRI","3523305","65676","1","MARIO FRANCO THOMAZ","PDS",275,7.12,"ELEITO"
1982,"VEREADOR","ITARIRI","3523305","65676","1","EDUARDO SEIGHI HANASHIRO","PDS",180,4.66,"ELEITO"
1982,"VEREADOR","ITARIRI","3523305","65676","1","ADELAIDE DE MORAES DA SILVA","PMDB",171,4.43,"ELEITO"
1982,"VEREADOR","ITARIRI","3523305","65676","1","JOSE PEDRO DA SILVA","PDS",171,4.43,"ELEITO"
1982,"VEREADOR","ITARIRI","3523305","65676","1","JOSE NASHIRO","PDS",164,4.25,"ELEITO"
1982,"VEREADOR","ITARIRI","3523305","65676","1","JOZIAS ALVES DOS SANTOS","PDS",157,4.06,"ELEITO"
1982,"VEREADOR","ITARIRI","3523305","65676","1","INES DURIGAN RODRIGUES","PMDB",148,3.83,"ELEITO"
1982,"VEREADOR","ITARIRI","3523305","65676","1","FELIPPE FRANCA","PDS",118,3.05,"ELEITO"
1982,"VEREADOR","ITATIBA","3523404","65692","1","CLAUDEMIR NUNES DA COSTA","PMDB",1202,5.57,"ELEITO"
1982,"VEREADOR","ITATIBA","3523404","65692","1","MANOEL ROBERTO MASSARETTI","PDS",633,2.93,"ELEITO"
1982,"VEREADOR","ITATIBA","3523404","65692","1","LIA DE ARAUJO OLIVEIRA MARCHI","PMDB",545,2.53,"ELEITO"
1982,"VEREADOR","ITATIBA","3523404","65692","1","ABILIO MONTE","PMDB",520,2.41,"ELEITO"
1982,"VEREADOR","ITATIBA","3523404","65692","1","WALDENIR GILLI","PMDB",515,2.39,"ELEITO"
1982,"VEREADOR","ITATIBA","3523404","65692","1","OSMILDO TESCAROLLO","PDS",475,2.2,"ELEITO"
1982,"VEREADOR","ITATIBA","3523404","65692","1","JOSE HAILTON ALVAREZ","PMDB",450,2.09,"ELEITO"
1982,"VEREADOR","ITATIBA","3523404","65692","1","JOSE ALDO CARRA","PMDB",442,2.05,"ELEITO"
1982,"VEREADOR","ITATIBA","3523404","65692","1","JOSE ROBERTO FUMACHI","PMDB",417,1.93,"ELEITO"
1982,"VEREADOR","ITATIBA","3523404","65692","1","GENESIO CANAL","PDS",399,1.85,"ELEITO"
1982,"VEREADOR","ITATIBA","3523404","65692","1","CARLOS ALEIXO MANTOVANI","PMDB",388,1.8,"ELEITO"
1982,"VEREADOR","ITATIBA","3523404","65692","1","JOAO BATISTA ALVES BARBOSA","PDS",386,1.79,"ELEITO"
1982,"VEREADOR","ITATIBA","3523404","65692","1","SEIKI INOUE","PDS",376,1.74,"ELEITO"
1982,"VEREADOR","ITATINGA","3523503","65714","1","YARA TEREZINHA LOLLI ZEQUI","PDS",205,5.15,"ELEITO"
1982,"VEREADOR","ITATINGA","3523503","65714","1","FRANCISCO PINTO DE OLIVEIRA","PDS",168,4.22,"ELEITO"
1982,"VEREADOR","ITATINGA","3523503","65714","1","JOSE ANTONIO VIEIRA DA SILVA","PMDB",164,4.12,"ELEITO"
1982,"VEREADOR","ITATINGA","3523503","65714","1","MAURICIO CELESTINO DA SILVA","PMDB",160,4.02,"ELEITO"
1982,"VEREADOR","ITATINGA","3523503","65714","1","HELIO BARNABE","PMDB",154,3.87,"ELEITO"
1982,"VEREADOR","ITATINGA","3523503","65714","1","IRIS ANTONIO CERANTO","PMDB",145,3.64,"ELEITO"
1982,"VEREADOR","ITATINGA","3523503","65714","1","FRANCISCO EDUARDO DE ANDRADE","PMDB",133,3.34,"ELEITO"
1982,"VEREADOR","ITATINGA","3523503","65714","1","ANTONIO PAULO BIAZON","PMDB",125,3.14,"ELEITO"
1982,"VEREADOR","ITATINGA","3523503","65714","1","EURICO MENDES BARBOSA","PDS",120,3.01,"ELEITO"
1982,"VEREADOR","ITIRAPINA","3523602","65730","1","ALCIDES TRAVENSOLE","PMDB",175,4.88,"ELEITO"
1982,"VEREADOR","ITIRAPINA","3523602","65730","1","PAULO MARTINS","PDS",173,4.83,"ELEITO"
1982,"VEREADOR","ITIRAPINA","3523602","65730","1","ARNOLDO LUIZ DE MORAES","PDS",170,4.74,"ELEITO"
1982,"VEREADOR","ITIRAPINA","3523602","65730","1","AVELINO MAIA","PDS",147,4.1,"ELEITO"
1982,"VEREADOR","ITIRAPINA","3523602","65730","1","MARIA ANGELA DE OLIVEIRA LEITE","PMDB",122,3.4,"ELEITO"
1982,"VEREADOR","ITIRAPINA","3523602","65730","1","JOSE MIGUEL ELOY GONCALVES","PMDB",109,3.04,"ELEITO"
1982,"VEREADOR","ITIRAPINA","3523602","65730","1","MASSABURO IKUNO","PMDB",98,2.73,"ELEITO"
1982,"VEREADOR","ITIRAPINA","3523602","65730","1","CLEYTON GOES","PDS",95,2.65,"ELEITO"
1982,"VEREADOR","ITIRAPINA","3523602","65730","1","PAULO SILVESTRE","PMDB",87,2.43,"ELEITO"
1982,"VEREADOR","ITIRAPUA","3523701","65757","1","JOSE ANTONIO RIBEIRO","PMDB",206,8.09,"ELEITO"
1982,"VEREADOR","ITIRAPUA","3523701","65757","1","ANTONIO ALVES NETO","PDS",178,6.99,"ELEITO"
1982,"VEREADOR","ITIRAPUA","3523701","65757","1","JOSE LINO COSTA DE ALMEIDA","PMDB",141,5.54,"ELEITO"
1982,"VEREADOR","ITIRAPUA","3523701","65757","1","WILSON GOULART DOS SANTOS","PMDB",114,4.48,"ELEITO"
1982,"VEREADOR","ITIRAPUA","3523701","65757","1","VITOR ROSA DE LIMA","PDS",111,4.36,"ELEITO"
1982,"VEREADOR","ITIRAPUA","3523701","65757","1","FRANCISCO PESSONI JUNIOR","PMDB",106,4.17,"ELEITO"
1982,"VEREADOR","ITIRAPUA","3523701","65757","1","EVERALDO ALVES DA SILVA","PDS",87,3.42,"ELEITO"
1982,"VEREADOR","ITIRAPUA","3523701","65757","1","LUIZ LOPES DE FARIA","PDS",86,3.38,"ELEITO"
1982,"VEREADOR","ITIRAPUA","3523701","65757","1","NILTON ACIR DE MELO","PDS",74,2.91,"ELEITO"
1982,"VEREADOR","ITOBI","3523800","65773","1","MARCOS ANTONIO ELIAS","PMDB",122,4.39,"ELEITO"
1982,"VEREADOR","ITOBI","3523800","65773","1","VALDEMAR ANTONIALLI","PMDB",122,4.39,"ELEITO"
1982,"VEREADOR","ITOBI","3523800","65773","1","RODOLFO ANTONIO","PMDB",104,3.74,"ELEITO"
1982,"VEREADOR","ITOBI","3523800","65773","1","ZOLIRIO DONIZETI MANETA.","PMDB",93,3.35,"ELEITO"
